Codi	URL	Nom	Descripció	Telèfon	Web	E-mail	"Xarxa social 1"	"Xarxa social 2"	"Xarxa social 3"	"Xarxa social 4"	Adreça	Districte	Barri	Longitud	Latitud	"Icona 1 (Principal)"	"Icona 2"	"Icona 3"	"Icona 4"	"Icona 5"	"Icona 6"	"Icona 7"	"Icona 8"	"Icona 9"	"Icona 10"	"Icona 11"	"Icona 12"	"Icona 13"	"Icona 14"	"Icona 15"	"Icona 16"	"Icona 17"	"Icona 18"	"Icona 19"	"Icona 20"	"Icona 21"	"Icona 22"	"Icona 23"	"Icona 24"	"Icona 25"	"Icona 26"	"Icona 27"	"Icona 28"	"Icona 29"	"Icona 30"	"Icona 31"	"Icona 32"	Etiquetes	Itineraris
5d25fffe24dd5d8c058b4567	http://www.bcnsostenible.cat/web/punt/5d25fffe24dd5d8c058b4567	"Punt d'autoreparació de bicicletes a les facultats de Física i de Química (Universitat de Barcelona)"	"A les facultats de Física i de Química es troba instal·lat un tòtem d’autoreparació per a bicicletes, el PuntBiciUB. Es troba situat al costat de l’aparcament per a bicicletes de l’Atri Solar, per l’entrada del carrer Pau Gargallo.<br />
Disposa de clau anglesa, tornavís pla i d’estrella, claus Allen, tenalles, palanques per a desmuntar les cobertes de les rodes, bomba d’aire amb capçal per a tot tipus de vàlvules, barra de subjecció per a l’inflat de rodes i penjador per recolzar la bici.<br />
El servei és totalment gratuït i el pot utilitzar qualsevol persona en horari d'obertura de l'Atri Solar."		http://www.ub.edu/ossma/medi-ambient/sinstalla-el-punt-bici-ub-dautoreparacio-per-a-bicicletes-al-campus-diagonal/						"Pau Gargallo, 22-28"	"Les Corts"	"La Maternitat i Sant Ramon"	2,11789340	41,38414950	a11	b04	e08																															
5d306e9e24dd5d6d698b4567	http://www.bcnsostenible.cat/web/punt/5d306e9e24dd5d6d698b4567	"Cal Forner"	"Forn de pa artesà amb 100 anys d'història, on encara fan el pa al seu propi obrador com es feia antigament, amb farines ecològiques i massa mare."				https://www.facebook.com/Cal-Forner-Forn-Hist%C3%B2ric-142455956460167/?__tn__=%2Cd%2CP-R&eid=ARDGORffj4ZmpYu_g4S1IjYTmnb_AiZmeD9ZzFvZvRjHyRPHoE2Gb0ZmYmqqv_kYdtHrKf42eOlJX3jT		https://www.facebook.com/Cal-Forner-Forn-Hist%C3%B2ric-142455956460167/?__tn__=%2Cd%2CP-R&eid=ARDGORffj4ZmpYu_g4S1IjYTmnb_AiZmeD9ZzFvZvRjHyRPHoE2Gb0ZmYmqqv_kYdtHrKf42eOlJX3jT	https://www.facebook.com/Cal-Forner-Forn-Hist%C3%B2ric-142455956460167/?__tn__=%2Cd%2CP-R&eid=ARDGORffj4ZmpYu_g4S1IjYTmnb_AiZmeD9ZzFvZvRjHyRPHoE2Gb0ZmYmqqv_kYdtHrKf42eOlJX3jT	"Carrer de Joan Güell, 125"	"Les Corts"	"Les Corts"	2,13191660	41,38153830	a03	a05																															"comerç verd"	
5d39612524dd5d723b8b4567	http://www.bcnsostenible.cat/web/punt/5d39612524dd5d723b8b4567	"Herbes i Mel, Dietètica Glòria"	"Herbolari del Mercat d'Horta on venen plantes medicinals, espècies i tes a granel. També tenen molts productes de proximitat i ecològics. A més a més utilitzen només bosses de paper reciclat."		http://www.herbesimelgloria.com		https://es-es.facebook.com/herbesimelgloria	https://twitter.com/dieteticagloria	https://es-es.facebook.com/herbesimelgloria	https://es-es.facebook.com/herbesimelgloria	"Carrer Tajo, 75 (Mercat Horta, p. 68-69)"	"Horta - Guinardó"	Horta	2,15957300	41,42941400	a02	a03	a06																															
5d3971eb24dd5dfc3d8b4567	http://www.bcnsostenible.cat/web/punt/5d3971eb24dd5dfc3d8b4567	"Avenida Palace"	"Situat en ple epicentre de Barcelona i amb més de 65 anys d'història a l'esquena, L'Avenida Palace s'erigeix ​​com una de les icones de la ciutat catalana. La proximitat i el tracte familiar són les principals senyes d'identitat de l'hotel i una de les principals raons per les que roman en el record de tots els seus hostes. Recentment l'hotel ha finalitzat un procés de remodelació que inclou l'obertura d'una espectacular terrassa amb vista sobre la ciutat, dues noves suites i una reforma dels seus 151 habitacions. Tota una aposta per la modernitat sense oblidar la tradició que li confereixen els seus més de 60 anys d'història.<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"">compromís</a> per a la Sostenibilitat Turística Barcelona Biosphere.<br />
<br />
 "		http://www.avenidapalace.com						"Gran Via Corts Catalanes, 605"	Eixample	"Dreta de l'Eixample"	2,16714570	41,38908660	b04	a15																															EiESos,EmpresaBS	
5d397d6b24dd5dbe408b4567	http://www.bcnsostenible.cat/web/punt/5d397d6b24dd5dbe408b4567	"Barcelona Special Traveler"	"Barcelona Special Travellers és la primera agència de viatges receptiva a Barcelona especialitzada en turisme accessible.<br />
<br />
Aquesta organització està adherida al <a href=""http://http://turismesostenible.barcelona/"" target=""_blank"">Compromís </a>per a la Sostenibilitat Turística Barcelona Biosphere."		http://www.barcelonaspecialtraveler.com						"Beethoven, 15"	"Sarrià - Sant Gervasi"	"Sant Gervasi - Galvany"	2,14028780	41,39325440	b04	a15																															EiESos,EmpresaBS	
5d3982b024dd5d57418b4567	http://www.bcnsostenible.cat/web/punt/5d3982b024dd5d57418b4567	"CCIB Centre Convencions Internacionals Barcelona"	"Inaugurat l’any 2004 amb motiu del Fòrum Universal de les Cultures, el Centre de Convencions Internacional de Barcelona (CCIB) s’ha convretit en un referent en l’àmbit europeu com a seu per a l’organització d’esdeveniments.<br />
Amb una ubicació privilegiada en una ciutat moderna i cosmopolita com Barcelona, el CCIB es troba dins del nou districte tecnològic i de negocis de la ciutat, conegut com a 22@.<br />
<br />
Aquesta organització està adherida al <a href=""http://http://turismesostenible.barcelona/"" target=""_blank"">Compromís</a> per a la Sostenibilitat Turística Barcelona Biosphere."		http://www.ccib.es			https://twitter.com/CCIB_Forum			"Plaça Willy Brand, 11-14"	"Sant Martí"	"Diagonal Mar i el Front Marítim del Poblenou"	2,21935260	41,40937860	b04	a15																															EiESos,EmpresaBS	
5d3e9e1b24dd5d632c8b4567	http://www.bcnsostenible.cat/web/punt/5d3e9e1b24dd5d632c8b4567	"Yurbban Passage Hotel & Spa"	"El Yurbban Passage Hotel està situat a Barcelona, ​​a 400 metres del Portal de l'Àngel, i ofereix una piscina exterior, un centre de spa i un restaurant.<br />
<br />
Aquesta organització està adherida al <a href=""http://http://turismesostenible.barcelona/"" target=""_blank"">compromis</a> per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		https://www.yurbbanpassage.com/ca/						"Trafalgar 26"	"Ciutat Vella"	"Sant Pere, Santa Caterina i la Ribera"	2,17595710	41,38872630	b04	a15																															EiESos,EmpresaBS	
5d3eb33f24dd5d4e2f8b4568	http://www.bcnsostenible.cat/web/punt/5d3eb33f24dd5d4e2f8b4568	"B de Barcelona"	"Petit comerç en el qual pots trobar una elegant alternativa al típic souvenir de Barcelona i objectes de disseny, tots ells made in Barcelona. Tant si et trobes de visita per la nostra ciutat com si hi vius, aquí trobaràs una gran varietat de peces dissenyades i produïdes de manera local, amb molt d'afecte, per arquitectes, dissenyadors gràfics i industrials, joiers, artesans, maquetistes... Una aposta pels objectes diferents i curiosos.<br />
<br />
Aquesta organització està adherida al <a href=""http://http://turismesostenible.barcelona/"" target=""_blank"">Compromís</a> per a la Sostenibilitat Turística Barcelona Biosphere."		http://www.bdebarcelona.cat						"Avenida Gaudi 28"	Eixample	"Sagrada Família"	2,17457440	41,40663090	b04	a15																															EiESos,EmpresaBS	
5d3ec0c924dd5d7c318b4567	http://www.bcnsostenible.cat/web/punt/5d3ec0c924dd5d7c318b4567	"Hotel Royal Ramblas"	"El Royal Ramblas està situat a la famosa Rambla de Barcelona, a només 100 m de la plaça de Catalunya. Ofereix habitacions elegants i modernes amb aire condicionat, WiFi gratuïta i TV de pantalla de plasma.<br />
<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"">compromís</a> per a la Sostenibilitat Turística Barcelona Biosphere."		http://royalramblashotel.com						"Ramblas, 117"	"Ciutat Vella"	"El Raval"	2,17039160	41,38428240	b04	a15																															EiESos,EmpresaBS	
5d3ffa0924dd5d1b618b4567	http://www.bcnsostenible.cat/web/punt/5d3ffa0924dd5d1b618b4567	"El Jardí Secret"	"Taller de perfumeria creativa, que parteix de matèries exclusivament naturals, per desenvolupar històries en un procés lent, que va formant escultures sensorials, en quantitats mínimes, tant per a ús privat com per a altres manifestacions artístiques.<br />
<br />
<br />
Aquesta organització està adherida al <a href=""http://http://turismesostenible.barcelona/"" target=""_blank"">compromis</a> per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		http://www.eljardisecret.cat						"Marlet, 6"	"Ciutat Vella"	"Barri Gòtic"	2,17599000	41,38256200	b04	a15																															EmpresaBS,comsos	
5d40155824dd5db8638b4567	http://www.bcnsostenible.cat/web/punt/5d40155824dd5db8638b4567	"Revisa Serveis"	"Empresa de serveis de menjadors escolars.<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"" target=""_blank"">compromis</a> per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		https://www.menjadors-revisa.com/		https://www.facebook.com/Revisaserveis/	https://twitter.com/revisaserveis	https://www.facebook.com/Revisaserveis/	https://www.facebook.com/Revisaserveis/	" Sant Joan de la Salle Nº 42"	"Sarrià - Sant Gervasi"	"Sant Gervasi - la Bonanova"	2,13006430	41,40838580	b04	a15																															EmpresaBS,EiESos	
5d40755c24dd5d5c788b4567	http://www.bcnsostenible.cat/web/punt/5d40755c24dd5d5c788b4567	"Ateneu de Fabricació al Parc Tecnològic"	"<strong>Servei de Suport al Prototipatge Empresarial</strong><br />
 Amb maquinari i assessorament especialitzat, les persones emprenedores i les empreses tenen en el Parc Tecnològic el lloc adequat per a dur a terme els seus prototips.<br />
El Servei de Suport al Prototipatge Empresarial guia i acompanya les empreses i persones emprenedores per a encarar els seus processos de prototipatge de manera estratègica i àgil. Així, el personal tècnic especialista de prototipatge de Barcelona Activa assessora i capacita per a recórrer una o diverses de les 4 fases del procés de prototipatge: (1) Definició d’objectius i ideació (2) Mínim Producte Viable, (3) Prototip funcional i (4) Disseny del procés productiu.<br />
El full de ruta es realitza de manera personalitzada i consensuada, tenint en compte les característiques de l’empresa i el producte, així com l’objectiu concret i l’experiència de prototipatge.<br />
<br />
<strong>Assessorament en Processos Innovadors a l'Empresa</strong><br />
Barcelona Activa ofereix també servei especialitzat per a suport en processos innovadors a les empreses.<br />
En sessions personalitzades, s'aporten metodologia i tècniques concretes per a l'acompanyament en processos com la integració de la creativitat a l'empresa, anàlisi competitiva, estratègies de protecció industrial i intel·lectual, disseny de producte/servei o la cerca de noves oportunitats de negoci.<br />
 "		https://ajuntament.barcelona.cat/digital/ca/innovacio-digital/make-in-bcn/ateneu-de-fabricacio-al-parc-tecnologic						"Carrer de Marie Curie, 8, 14"	"Nou Barris"	"La Guineueta"	2,16931340	41,43668710	d15	a12	a11	b02	c04	f01																											SetPrevRes2020	
5d42903a24dd5d13548b4567	http://www.bcnsostenible.cat/web/punt/5d42903a24dd5d13548b4567	"Espai Micra"	"Botiga de joieria d'autor. Elaboració artesanal de joies en plata, i materials de comerç just. Peces de creació a mesura i/o per encàrrec.<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"" target=""_blank"">compromis</a> per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		http://www.emiliebliguetethicaljewellery.com		https://es-es.facebook.com/pages/category/Design---Fashion/Espai-Micra-1729602287072504/		https://es-es.facebook.com/pages/category/Design---Fashion/Espai-Micra-1729602287072504/	https://es-es.facebook.com/pages/category/Design---Fashion/Espai-Micra-1729602287072504/	"d'en Rosic, 6 local 3"	"Ciutat Vella"	"Sant Pere, Santa Caterina i la Ribera"	2,18087600	41,38404080	b04	a15																															EmpresaBS,comsos	
5d42979e24dd5d79558b4567	http://www.bcnsostenible.cat/web/punt/5d42979e24dd5d79558b4567	"Escola Port"	"""A Escola Port volem transmetre la passió pel mar facilitant el coneixement als nostres alumnes, perquè així puguin obtenir tot tipus de titulacions nàutiques.""<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"">compromís</a> per a la Sostenibilitat Turística Barcelona Biosphere."		http://www.escolaportbarcelona.com		http://www.facebook.com/escolaport		http://www.facebook.com/escolaport	http://www.facebook.com/escolaport	"Moll de la Marina, 11"	"Sant Martí"	"La Vila Olímpica del Poblenou"	2,19887710	41,38613630	b04	a15																															EiESos,EmpresaBS	
5d42a72e24dd5d2a578b4567	http://www.bcnsostenible.cat/web/punt/5d42a72e24dd5d2a578b4567	"ART i SA Barcelona"	"Nascuda al desembre de 2009 a la Plaça Real de Barcelona, en ple cor del barri Gòtic i a pocs metres de la Rambla, es troba aquest petit racó gastronòmic que busca apropar als visitants una varietat d'exclusius productes catalans elaborats de la forma mes tradicional amb productes ecològics i de proximitat. <br />
Des de l'any 2019 estàn certificats amb el segell Biosphere que acredita el seu compromís amb la sostenibilitat i la millora continua. <br />
<br />
Aquesta organització està adherida al <a href=""http://http://turismesostenible.barcelona/"" target=""_blank"">Compromís</a> per a la Sostenibilitat Turística Barcelona Biosphere."		http://artisa.es/			https://twitter.com/artisabarcelona			"Carrer de Colom, 2"	"Ciutat Vella"	"Barri Gòtic"	2,17488758	41,37979620	a13	b03	e10	b04	a15																												EmpresaBS,comsos	
5d42b5f524dd5d205f8b4567	http://www.bcnsostenible.cat/web/punt/5d42b5f524dd5d205f8b4567	"Nana Biosupermercats"	"Des del nostre naixement al 1995, hem posat a la seva disposició els millors productes bioalimentaris, dietètics, la cosmètica natural més avançada i la més àmplia gamma de productes del sector de l'herboristeria.<br />
 "		https://www.bio-nana.com/						"Comte d'Urgell, 18"	Eixample	"Sant Antoni"	2,16183690	41,37987550	a03	a04																																
5d42bc4124dd5d255f8b4567	http://www.bcnsostenible.cat/web/punt/5d42bc4124dd5d255f8b4567	"Artemis Gymkhanas"	"Artemis Gymkhanas és una empresa especialitzada en jocs en equip – gimcanes, jocs de rol i jocs d’orientació – a la ciutat de Barcelona. Nosaltres oferim als nostres clients l’oportunitat de divertir-se en grup mentre descobreixen, o redescobreixen, la ciutat. Els nostres jocs s’adapten a tot tipus de jugador, des de nens que participen d’activitats escolars a adults en esdeveniments organitzats per empreses.<br />
<br />
Aquesta organització està adherida al <a href=""http://http://turismesostenible.barcelona/"" target=""_blank"">Compromís</a> per a la Sostenibilitat Turística Barcelona Biosphere."		http://www.gymkhana-barcelona.com		http://www.facebook.com/gymkhanas.barcelona	http://twitter.com/GymkhanasBCN	http://www.facebook.com/gymkhanas.barcelona	http://www.facebook.com/gymkhanas.barcelona	"Verdi 31, 4"	Gràcia	"Vila de Gràcia"	2,15680520	41,40383490	b04	a15																															EmpresaBS,EiESos	
5d49423724dd5de04f8b4567	http://www.bcnsostenible.cat/web/punt/5d49423724dd5de04f8b4567	"Iniciativas de Valor Ecosolidario ( IVESOL )"	"Iniciativas de Valor Ecosolidario ( IVESOL ) proposa un comerç ecosolidari, just, respectuós amb el medi ambient i que contribueixi a millorar la vida de les persones.<br />
<br />
Ivesol introdueix progressivament al mercat productes biodegradables substitutius del plàstic. I converteix els beneficis obtinguts en campanyes d'auxili social i descontaminació ambiental."		https://www.ivesol.com/							Eixample	"Fort Pienc"	2,17340350	41,38506390	b02	a04	b04	b01																													EmpresaBS,EiESos	
5d512e0224dd5dd5438b4567	http://www.bcnsostenible.cat/web/punt/5d512e0224dd5dd5438b4567	"Hotel Arts. Hotel de la Villa Olímpica S.A"	"L'Hotel Arts és un dels edificis més emblemàtics de la Barcelona de final del segle XX. Fou aixecat entre 1988 i 1992 a l'entrada del Port Olímpic que es construí amb motiu dels Jocs Olímpics de 1992 i presideix aquella àrea de la ciutat juntament amb la veïna Torre Mapfre, que té la mateixa alçada.<br />
<br />
Aquesta organització està adherida al<a href=""http://http://turismesostenible.barcelona/"" target=""_blank""> compromis</a> per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		http://www.hotelartsbarcelona.com			https://twitter.com/hotelartsbcn			"Marina 19-21"	"Ciutat Vella"	"La Barceloneta"	2,19647030	41,38704830	b04	a15																															EiESos,EmpresaBS	
5d52763f24dd5d007b8b4567	http://www.bcnsostenible.cat/web/punt/5d52763f24dd5d007b8b4567	"Viatges Temps d'Oci"	"Viatges Temps d Oci, neix el 1991 amb la voluntat de crear viatge a mida, adaptats als interessos i a les necessitats que cadascú de vosaltres cerqueu: noves cultures i civilitzacions, grans patrimonis monumentals o paisatges increíbles…amb una filosofia clara: VIATJAR COM A TU TAGRADA.<br />
<br />
Aquesta organització està adherida al <a href=""http://http://turismesostenible.barcelona/"" target=""_blank"">compromis </a>per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		http://www.tempsdoci.com		http://Facebook.com/tempsdoci	http://twitter.com/tempsdoci	http://Facebook.com/tempsdoci	http://Facebook.com/tempsdoci	"Provença 212"	Eixample	"L'Antiga Esquerra de l'Eixample"	2,15603690	41,39026320	b04	a15																															EiESos,EmpresaBS	
5d53b18124dd5d832b8b4567	http://www.bcnsostenible.cat/web/punt/5d53b18124dd5d832b8b4567	"Restaurant la Gavina"	"Cuina mediterrània i marinera en un restaurant amb terrassa ubicat a l'emblemàtic Palau de Mar rehabilitat.<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"" target=""_blank"">compromis</a> per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		http://www.lagavina.es		http://www.facebook.com/lagavinarestaurant/		http://www.facebook.com/lagavinarestaurant/	http://www.facebook.com/lagavinarestaurant/	"Plaça Pau Vila, 1"	"Ciutat Vella"	"La Barceloneta"	2,18533850	41,38092010	b04	a15																															EiESos,EmpresaBS	
5d5d0d5424dd5d073a8b4567	http://www.bcnsostenible.cat/web/punt/5d5d0d5424dd5d073a8b4567	SONDEVELA	"Sondevela és una empresa jove que busca sorprendre a la gent que vol viure d'una experiència d'una manera diferent i original a Barcelona. Les experiències Sondevela sempre inclouen aigua mineral, cafès, tes, un aperitiu molt complet i una gran varietat de begudes! Veuen i gaudeix d'unes vistes diferents i increïbles de Barcelona! Et prometem que mai ho oblidaràs<br />
<br />
Aquesta organització està adherida al <a href=""http://http://turismesostenible.barcelona/"" target=""_blank"">compromis </a>per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		"http://www.sondevela.com "		https://www.facebook.com/sondevelaBCN/	https://twitter.com/sondevela	https://www.facebook.com/sondevelaBCN/	https://www.facebook.com/sondevelaBCN/	"Jaume Piquet, 34 1r"	"Sarrià - Sant Gervasi"	Sarrià	2,12436920	41,39802840	b04	a15																															EiESos,EmpresaBS	
5d5d1a9424dd5d403a8b4569	http://www.bcnsostenible.cat/web/punt/5d5d1a9424dd5d403a8b4569	"ROOMONITOR- SMART THINGS AND FRIENDS"	"<br />
La solució definitiva per al control del soroll en apartaments i hotels turístics.<br />
Noise Alarm és un dispositiu que permet estar al dia dels nivells de soroll dels seus lloguers de curta durada durant tot el dia, evitant així problemes amb els veïns o altres inquilins.<br />
<br />
Aquesta organització està adherida al <a href=""http://turismesostenible.barcelona/"" target=""_blank"">compromis</a> per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		http://www.roomonitor.com		http://www.facebook.com/roomonitor	http://twitter.com/roomonitor	http://www.facebook.com/roomonitor	http://www.facebook.com/roomonitor	"Av. Portal de l'Àngel, 38, 5é 1a"	"Ciutat Vella"	"Barri Gòtic"	2,17217670	41,38657660	b04	a15																															EiESos,EmpresaBS	
5d5e594e24dd5de6748b4567	http://www.bcnsostenible.cat/web/punt/5d5e594e24dd5de6748b4567	"Moka Restaurant"	"Restaurant amb decoració eclèctica i moderna i amb terrassa que serveix plats variats tots els dies de l'any.<br />
<br />
Aquesta organització està adherida al<a href=""http://turismesostenible.barcelona/"" target=""_blank""> compromis</a> per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		http://www.moka.barcelona		https://es-es.facebook.com/RestaurantMoka		https://es-es.facebook.com/RestaurantMoka	https://es-es.facebook.com/RestaurantMoka	"La Rambla, 126"	"Ciutat Vella"	"Barri Gòtic"	2,17138970	41,38410710	a15	b04																															EmpresaBS,comsos	
5d5e650624dd5dd5768b4567	http://www.bcnsostenible.cat/web/punt/5d5e650624dd5dd5768b4567	"Tablao Flamenco Cordobés"	"L'històric i únic tablao flamenc a les Rambles de Barcelona. Els millors artistes flamencs estan garantits. Espectacle flamenc de les Rambles de Barcelona."		www.tablaocordobes.com		https://es-es.facebook.com/pg/tablaocordobes/posts/	https://twitter.com/TablaoCordobes	https://es-es.facebook.com/pg/tablaocordobes/posts/	https://es-es.facebook.com/pg/tablaocordobes/posts/	"La Rambla, 35"	"Ciutat Vella"	"El Raval"	2,17461690	41,37894910	b04	a15																															EiESos,EmpresaBS	
5d5fb85324dd5dc93c8b4568	http://www.bcnsostenible.cat/web/punt/5d5fb85324dd5dc93c8b4568	"Explore Catalunya"	"Com una de les primeres companyies turístiques a Barcelona especialitzades en tours per a grups reduïts els enorgulleix oferir un ampli ventall de serveis amb la màxima disponibilitat.<br />
<br />
Aquesta organització està adherida a<a href=""http://Aquesta organització està adherida al compromis per a la Sostenibilitat Turística Barcelona Biosphere."" target=""_blank"">l compromis</a> per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		http://www.explorecatalunya.com		https://m.facebook.com/Explore-Catalunya-15489829913/	https://twitter.com/toursbarcelona?lang=ca	https://m.facebook.com/Explore-Catalunya-15489829913/	https://m.facebook.com/Explore-Catalunya-15489829913/	"C/Palau de la Música, 1"	"Ciutat Vella"	"Sant Pere, Santa Caterina i la Ribera"	2,17489560	41,38738370	b04	a15																															EmpresaBS,EiESos	
5d5fc62624dd5d15468b4567	http://www.bcnsostenible.cat/web/punt/5d5fc62624dd5d15468b4567	"La Cava Universal"	"Restaurant de cuina mediterrània.<br />
La Cava Universal, el primer establiment que rep als visitants que arriben per mar a La Rambla, celebra aquest any 160 anys d’història des de que va obrir les seves portes l’1 de juny de l’any 1858.Restaurant de cuina mediterrània<br />
<br />
Aquesta organització està adherida al<a href=""http://turismesostenible.barcelona/"" target=""_blank""> compromis </a>per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "				https://es-es.facebook.com/pages/category/Restaurant/La-Cava-Universal-517111265091001/		https://es-es.facebook.com/pages/category/Restaurant/La-Cava-Universal-517111265091001/	https://es-es.facebook.com/pages/category/Restaurant/La-Cava-Universal-517111265091001/	"Plaça Portalde la Pau, 4 Baixos 2ª"	"Ciutat Vella"	"Barri Gòtic"	2,17744000	41,37682000	b04	a15																															EmpresaBS,comsos	
5d65030924dd5db93c8b4567	http://www.bcnsostenible.cat/web/punt/5d65030924dd5db93c8b4567	"Centre Comercial Glòries"	"L'Eix Comercial Glòries és un espai integrat a la ciutat de Barcelona que inclou una àmplia oferta en moda, restauració i oci. <br />
Disposa d'una superfície de 67.000 m2 dedicats al comerç amb 130 establiments, on es troben des de reconegudes marques internaciones fins a retailers d'origen local. L'alimentació i restauració estan presents en tota la zona, sobretot en El Mercat de Glòries, un àrea de 3.000 m2 que presenta una variada oferta gastronòmica.<br />
L'experiència de Glòries es complementa amb 2.400 places d'aparcament, zones de descans amb Wi-Fi i punts de recarrega elèctrica i zona infantil. <br />
Glòries va ser inaugurat el 18 d'abril de 1995. La renovació integral del centre, amb la signatura del dissenyador Javier Mariscal, es va dur a terme a la fi del 2017.<br />
<br />
Aquesta organització està adherida al <a href=""http://http://turismesostenible.barcelona/"" target=""_blank"">Compromís </a>per a la Sostenibilitat Turística Barcelona Biosphere."		http://www.glories.com		http://es-es.facebook.com/lesglories/		http://es-es.facebook.com/lesglories/	http://es-es.facebook.com/lesglories/	"Diagonal 208"	"Sant Martí"	"El Parc i la Llacuna del Poblenou"	2,19157730	41,40558310	b04	a15																															EmpresaBS,comsos	
5d6640fb24dd5d3d758b4567	http://www.bcnsostenible.cat/web/punt/5d6640fb24dd5d3d758b4567	"NYN Hotel Europark"	"El cèntric Hotel Europark es troba entre eixos tan emblemàtics com el Passeig de Gràcia, l'avinguda Diagonal, la Gran Via i la Plaça Catalunya, ben comunicat i amb múltiples opcions de transport públic per descobrir Barcelona.<br />
Destaquen els nous serveis exclusius de l'hotel: la piscina i el solàrium ubicats a la terrassa, la sala per a reunions, sala fitness center i l'accés gratuït Wi-Fi a Internet. En l'ampli i lluminós altell-mezzanie s'ubiquen el bar i la zona d'esmorzars.<br />
<br />
Aquesta organització està adherida al <a href=""http://http://turismesostenible.barcelona/"" target=""_blank"">compromis </a>per a la Sostenibilitat Turística Barcelona Biosphere.<br />
<br />
 "		http://www.hoteleuropark.com		https://es-es.facebook.com/EuroparkHotelBCN/	https://twitter.com/EuroparkHotel	https://es-es.facebook.com/EuroparkHotelBCN/	https://es-es.facebook.com/EuroparkHotelBCN/	"Aragó, 323-325"	Eixample	"Dreta de l'Eixample"	2,17003450	41,39624290	b04	a15																															EmpresaBS,EiESos	
5d6643e324dd5d5c758b4569	http://www.bcnsostenible.cat/web/punt/5d6643e324dd5d5c758b4569	"Hotel Granvía  (NYN HOTEL GRANVÍA)"	"L'Hotel Granvia es va inaugurar el 1935, després d'una reforma que va respectar els principals elements del palau: la façana, l'escalinata principal i el gran saló. Situat al costat del Passeig de Gràcia, aviat es va convertir en un dels focus culturals i socials de Barcelona, acollint en els seus salons reunions, gales i balls del Reial Cercle Artístic de Barcelona i del Teatre del Liceu a finals del s. XIX i principis del s. XX.<br />
Durant tot el segle XX, l'Hotel Granvia va ser un referent a Barcelona, acollint a les seves habitacions a actors, polítics i personatges de l'alta societat catalana, espanyola i mundial.<br />
<br />
Aquesta organització està adherida al <a href=""http://http://turismesostenible.barcelona/"" target=""_blank"">compromis</a> per a la Sostenibilitat Turística Barcelona Biosphere.<br />
<br />
 "		http://www.hotelgranvia.com		https://www.facebook.com/HotelGranviaBCN	https://twitter.com/HotelGranviaBCN	https://www.facebook.com/HotelGranviaBCN	https://www.facebook.com/HotelGranviaBCN	"Gran Via, 642"	Eixample	"Dreta de l'Eixample"	2,16950560	41,39001590	b04	a15																															EiESos,EmpresaBS	
5d66479624dd5dcf758b4569	http://www.bcnsostenible.cat/web/punt/5d66479624dd5dcf758b4569	"Hotel Jazz"	"La seva immillorable ubicació en ple centre de Barcelona, entre la Plaça Catalunya, el Passeig de Gràcia i la Rambla, ha convertit l'Hotel Jazz en un dels hotels més cosmopolites de Barcelona.<br />
<br />
<br />
Aquesta organització està adherida al<a href=""http://turismesostenible.barcelona/"" target=""_blank""> compromis </a>per a la Sostenibilitat Turística Barcelona Biosphere.<br />
 "		http://www.hoteljazz.com		https://es-es.facebook.com/HotelJazzBCN	https://twitter.com/HotelJazzBCN	https://es-es.facebook.com/HotelJazzBCN	https://es-es.facebook.com/HotelJazzBCN	"Pelai, 3"	Eixample	"Dreta de l'Eixample"	2,16588130	41,38593590	b04	a15																															EiESos,EmpresaBS	
